"","data.list.id","title","date.created","url","country"
"16","633248","Sr. Laboratory Consultant",2014-01-29,"http://reliefweb.int/node/633248","Haiti"
"17","633198","Sr. Laboratory Consultant",2014-01-29,"http://reliefweb.int/node/633198","Haiti"
"18","632883","Child Protection Specialist NOC",2014-01-28,"http://reliefweb.int/node/632883","Haiti"
"19","632904","Chef de Projet Insertion",2014-01-28,"http://reliefweb.int/node/632904","Haiti"
"20","632897","Coordinateur DRR/Urgence",2014-01-28,"http://reliefweb.int/node/632897","Haiti"
"21","631904","Settlement Technical Brief Consultancy",2014-01-27,"http://reliefweb.int/node/631904","Haiti"
"22","632493","UN DIRECTEUR PAYS ADJOINT – Projet DFAP Haïti",2014-01-27,"http://reliefweb.int/node/632493","Haiti"
"23","631707","Haiti - Coordinateur Urbain H/F - Port au Prince",2014-01-23,"http://reliefweb.int/node/631707","Haiti"
"24","631109","GEOGRAPHIC INFORMATION SYSTEM  ASSESSMENT OFFICER",2014-01-21,"http://reliefweb.int/node/631109","Haiti"
"25","631103","COMMUNICATIONS OFFICER",2014-01-21,"http://reliefweb.int/node/631103","Haiti"
"26","631074","Volunteer Finance Assistant",2014-01-21,"http://reliefweb.int/node/631074","Haiti"
"27","631057","Chef de Base - Haiti",2014-01-21,"http://reliefweb.int/node/631057","Haiti"
"28","630829","Adjoint au Chef de Projet en Tenure Foncière",2014-01-20,"http://reliefweb.int/node/630829","Haiti"
"29","630690","WASH Manager in Haiti",2014-01-20,"http://reliefweb.int/node/630690","Haiti"
"30","630794","Summer internship program in Haiti",2014-01-20,"http://reliefweb.int/node/630794","Haiti"
"31","630791","Evaluation, Accountability and Learning Movement Coordinator",2014-01-20,"http://reliefweb.int/node/630791","Haiti"
"32","630778","Summer internship program in Haiti",2014-01-20,"http://reliefweb.int/node/630778","Haiti"
"33","630427","Program Coordinator - Haiti",2014-01-17,"http://reliefweb.int/node/630427","Haiti"
"34","630366","Peanut Program Manager - Haiti",2014-01-17,"http://reliefweb.int/node/630366","Haiti"
"35","630380","Program Manager, Safety & Security - Haiti (1978)",2014-01-17,"http://reliefweb.int/node/630380","Haiti"
"36","629975","Formation ETP et pédagogie médicale en Afrique Francophone",2014-01-16,"http://reliefweb.int/node/629975","Haiti"
"37","629966","Regional Representative",2014-01-16,"http://reliefweb.int/node/629966","Haiti"
"38","629917","Country Director, Haiti",2014-01-16,"http://reliefweb.int/node/629917","Haiti"
"39","629825","Economiste Adjoint, Ministère de l'Agriculture, des Ressources Naturelles et du Développement Rural (MARNDR), Port-au-Prince, Haïti",2014-01-15,"http://reliefweb.int/node/629825","Haiti"
"40","629808","Macro-Economiste Principal, Ministre de l'Agriculture, des Ressources Naturelles et du Dveloppement Rural (MARNDR)",2014-01-15,"http://reliefweb.int/node/629808","Haiti"
"41","629731","Director of Operations and Program Support (Haïti)",2014-01-15,"http://reliefweb.int/node/629731","Haiti"
"42","629468","Gestionnaire en Relation Clientèle--Sécurité Alimentaire/Economique, Programme KONEKTE",2014-01-14,"http://reliefweb.int/node/629468","Haiti"
"43","629363","Expert en Dveloppement des Partenariats Public-Priv/Public-Private Partnerships Development Expert, Ministre de l'Economie et des Finances (MEF)",2014-01-14,"http://reliefweb.int/node/629363","Haiti"
"44","629276","ADJOINT DIRECTEUR DE PROGRAMME pour RECHERCHE DE FONDS et PLAIDOYER",2014-01-14,"http://reliefweb.int/node/629276","Haiti"
"45","629264","Finance & Administration Manager",2014-01-14,"http://reliefweb.int/node/629264","Haiti"
"46","629086","Chief of Party - Haiti",2014-01-13,"http://reliefweb.int/node/629086","Haiti"
"47","628635","Coordonnateur Spcial pour la Gestion du Parc Industriel de Caracol (PIC), Ministre de l'Economie et des Finances Unit Technique d'Excution",2014-01-10,"http://reliefweb.int/node/628635","Haiti"
"48","628332","Gestionnaire de Projet de Protection et de Communication",2014-01-09,"http://reliefweb.int/node/628332","Haiti"
"49","628278","Assistant Finance",2014-01-09,"http://reliefweb.int/node/628278","Haiti"
"50","628067","Officier Finance / Projet",2014-01-08,"http://reliefweb.int/node/628067","Haiti"
"51","627998","Urban Agriculture Officer",2014-01-08,"http://reliefweb.int/node/627998","Haiti"
"52","627985","Assistant Country Director Programmes  - HAITI",2014-01-08,"http://reliefweb.int/node/627985","Haiti"
"53","627904","MdM recherche un HARGE(E) D'ETUDE : ETAT DES LIEUX DES DYNAMIQUES SOCIALES ET COMMUNAUTAIRES (H/F) pour Haïti",2014-01-08,"http://reliefweb.int/node/627904","Haiti"
"54","627682","Entrepreneurs du Monde - Responsable Administratif et Financier (RAF) - Haïti",2014-01-07,"http://reliefweb.int/node/627682","Haiti"
"55","627498","Monitoring and Evaluation Officer",2014-01-06,"http://reliefweb.int/node/627498","Haiti"
"56","627473","Head of Mission – Haiti",2014-01-06,"http://reliefweb.int/node/627473","Haiti"
"57","623565","Project Coordinator - Haiti",2013-12-20,"http://reliefweb.int/node/623565","Haiti"
"58","625024","National Logistics Coordinator",2013-12-20,"http://reliefweb.int/node/625024","Haiti"
"59","623138","Country Director - Haiti",2013-12-20,"http://reliefweb.int/node/623138","Haiti"
"60","624919","Country Manager Haiti",2013-12-20,"http://reliefweb.int/node/624919","Haiti"
"61","624821","Health Delegate - Haiti",2013-12-20,"http://reliefweb.int/node/624821","Haiti"
"62","623087","Programme Funding Manager -  Haiti",2013-12-20,"http://reliefweb.int/node/623087","Haiti"
"63","624693","Country Project Director, Health Systems Strenghtening",2013-12-19,"http://reliefweb.int/node/624693","Haiti"
"64","624495","Senior Housing & Construction Advisor",2013-12-19,"http://reliefweb.int/node/624495","Haiti"
